chroma_energy,mfcc,chroma_stft,zero_crossing_rate,spectral_centroid,spectral_rolloff,genre
0.245,0.99,0.532,0.036,1508.027,2980.195,pop
0.23,0.357,0.517,0.038,1519.507,2984.502,pop
0.246,0.215,0.519,0.037,1529.332,2988.809,pop
0.243,0.372,0.533,0.038,1565.179,3092.168,pop
0.238,0.508,0.541,0.039,1498.282,2967.275,pop
0.256,0.243,0.59,0.041,1533.308,3012.495,pop
0.253,0.368,0.598,0.043,1551.861,2990.962,pop
0.239,0.273,0.597,0.045,1627.581,3090.015,pop
0.255,0.109,0.567,0.047,1601.41,2995.269,pop
0.249,-0.295,0.548,0.05,1722.779,3279.507,pop
0.279,-2.035,0.447,0.132,3417.938,7095.19,pop
0.279,-1.838,0.433,0.129,3398.335,7151.177,pop
0.278,-1.699,0.42,0.123,3283.089,6873.398,pop
0.28,-2.399,0.471,0.123,3211.354,6686.06,pop
0.279,-2.516,0.506,0.115,3121.36,6511.641,pop
0.278,-2.713,0.511,0.114,3081.197,6347.988,pop
0.284,-2.671,0.492,0.112,3060.822,6229.556,pop
0.282,-3.341,0.498,0.113,3046.008,6201.562,pop
0.281,-3.569,0.471,0.111,3109.367,6528.867,pop
0.279,-4.093,0.471,0.111,3131.892,6505.181,pop
0.26,-6.951,0.399,0.114,4116.404,9556.436,pop
0.249,-6.882,0.345,0.106,4144.621,9584.429,pop
0.253,-6.867,0.325,0.1,4117.797,9545.669,pop
0.254,-6.592,0.332,0.105,4058.111,9440.156,pop
0.24,-6.763,0.317,0.107,4125.719,9500.449,pop
0.255,-6.909,0.326,0.114,4157.135,9474.609,pop
0.251,-7.181,0.336,0.116,4085.436,9412.163,pop
0.241,-6.786,0.344,0.12,4084.949,9390.63,pop
0.243,-6.451,0.331,0.12,4032.064,9375.557,pop
0.211,-6.81,0.328,0.121,4084.132,9418.623,pop
0.277,3.186,0.598,0.18,3865.262,7745.493,pop
0.276,3.165,0.565,0.174,3843.432,7663.667,pop
0.275,2.987,0.59,0.168,3802.602,7607.681,pop
0.273,3.307,0.579,0.162,3759.789,7551.694,pop
0.271,2.761,0.53,0.159,3764.636,7540.928,pop
0.267,2.756,0.491,0.155,3709.387,7497.861,pop
0.275,2.638,0.494,0.152,3708.236,7502.168,pop
0.275,2.804,0.5,0.15,3658.25,7450.488,pop
0.267,3.073,0.479,0.148,3626.044,7413.882,pop
0.27,3.085,0.403,0.146,3607.358,7388.042,pop
0.25,5.567,0.533,0.091,3876.27,8270.903,pop
0.238,5.777,0.58,0.097,4080.533,8643.428,pop
0.26,5.667,0.583,0.113,4349.151,9127.925,pop
0.252,5.346,0.587,0.138,4604.363,9509.062,pop
0.249,5.813,0.643,0.14,4825.552,9661.948,pop
0.274,5.362,0.596,0.148,5055.614,9836.367,pop
0.26,5.447,0.598,0.154,5069.757,9834.214,pop
0.25,4.761,0.616,0.159,5162.997,9890.2,pop
0.254,4.819,0.614,0.162,5180.256,9834.214,pop
0.251,5.127,0.623,0.157,5178.847,9776.074,pop
0.279,7.839,0.52,0.031,2257.195,5495.273,pop
0.265,8.208,0.516,0.032,2078.05,4933.257,pop
0.264,7.595,0.521,0.032,1948.939,4341.094,pop
0.275,7.053,0.537,0.033,1996.369,4321.714,pop
0.273,7.15,0.542,0.035,1936.548,4160.215,pop
0.26,6.896,0.536,0.037,1873.28,4076.235,pop
0.262,6.34,0.505,0.041,1878.589,4033.169,pop
0.246,6.228,0.449,0.042,1866.234,3996.562,pop
0.253,5.067,0.44,0.046,1829.837,3936.27,pop
0.276,5.835,0.391,0.048,1837.375,3951.343,pop
0.277,0.795,0.407,0.212,4701.198,8916.899,pop
0.28,0.866,0.421,0.234,4832.012,8878.14,pop
0.28,0.288,0.448,0.257,5033.87,9061.172,pop
0.277,-0.042,0.463,0.284,5246.58,9274.351,pop
0.282,-0.382,0.517,0.309,5463.866,9427.236,pop
0.285,-0.865,0.566,0.332,5655.815,9528.442,pop
0.285,-0.321,0.615,0.352,5796.13,9603.809,pop
0.283,-0.612,0.635,0.372,5904.298,9672.715,pop
0.281,-0.601,0.63,0.385,5980.499,9737.314,pop
0.28,-0.444,0.593,0.391,6025.97,9791.147,pop
0.197,3.685,0.47,0.02,1946.089,5740.752,pop
0.215,3.672,0.495,0.02,1877.89,5572.793,pop
0.2,3.492,0.491,0.016,1796.983,5518.96,pop
0.2,3.505,0.496,0.019,1825.829,5424.214,pop
0.212,3.642,0.506,0.02,1861.501,5712.759,pop
0.2,3.564,0.482,0.017,2202.623,6593.467,pop
0.206,3.87,0.466,0.026,2428.123,6683.906,pop
0.206,4.395,0.495,0.039,3123.255,7394.502,pop
0.219,4.577,0.542,0.054,3458.493,7764.873,pop
0.2,4.733,0.515,0.07,3758.368,8001.738,pop
0.28,-1.68,0.376,0.158,3770.856,7818.706,pop
0.283,-2.442,0.46,0.157,3781.706,7878.999,pop
0.283,-2.207,0.442,0.154,3723.932,7767.026,pop
0.281,-2.708,0.47,0.151,3662.46,7685.2,pop
0.278,-2.069,0.427,0.141,3581.593,7549.541,pop
0.278,-1.957,0.385,0.138,3534.065,7484.941,pop
0.28,-2.113,0.416,0.134,3437.796,7144.717,pop
0.279,-2.08,0.456,0.132,3404.254,7086.577,pop
0.274,-1.913,0.427,0.127,3355.882,6996.138,pop
0.277,-1.877,0.462,0.123,3265.251,6873.398,pop
0.273,5.247,0.478,0.35,6497.706,9909.58,pop
0.237,5.48,0.491,0.361,6674.009,9967.72,pop
0.24,5.654,0.498,0.376,6773.162,9984.946,pop
0.236,5.684,0.514,0.374,6821.904,9969.873,pop
0.239,5.73,0.506,0.378,6892.384,9987.1,pop
0.249,5.634,0.516,0.384,6962.859,10004.326,pop
0.24,5.432,0.519,0.389,7006.094,10056.006,pop
0.236,5.616,0.54,0.385,6995.228,10068.926,pop
0.232,5.435,0.518,0.381,6988.085,10103.379,pop
0.237,5.418,0.54,0.369,6889.327,10099.072,pop
0.279,6.627,0.594,0.062,3059.138,7230.85,pop
0.277,7.59,0.618,0.06,3047.544,7239.463,pop
0.276,8.191,0.641,0.061,3035.016,7224.39,pop
0.279,8.72,0.635,0.062,2982.323,7155.483,pop
0.278,9.21,0.621,0.061,2914.92,7028.438,pop
0.28,9.507,0.614,0.054,2822.933,6914.312,pop
0.279,10.008,0.598,0.05,2737.889,6744.199,pop
0.28,9.588,0.613,0.045,2662.584,6543.94,pop
0.278,9.178,0.537,0.041,2593.598,6380.288,pop
0.274,8.822,0.498,0.045,2572.505,6208.022,pop
0.231,-2.015,0.457,0.039,1092.281,1688.203,pop
0.223,-1.244,0.468,0.037,1128.383,1765.723,pop
0.246,-1.335,0.481,0.037,1021.41,1565.464,pop
0.234,-0.947,0.43,0.036,1170.278,2099.487,pop
0.222,-0.47,0.476,0.035,1025.489,1630.063,pop
0.238,-1.311,0.505,0.033,1156.447,2009.048,pop
0.228,-0.861,0.489,0.034,1033.576,1662.363,pop
0.222,-2.142,0.47,0.032,1067.531,1720.503,pop
0.246,-1.102,0.441,0.03,1244.458,2295.439,pop
0.24,-0.886,0.518,0.029,1085.332,1817.402,pop
0.242,-9.0,0.427,0.254,5387.865,8748.94,pop
0.238,-9.653,0.425,0.278,5725.445,9386.323,pop
0.242,-12.251,0.406,0.298,6048.191,9881.587,pop
0.234,-12.635,0.409,0.32,6320.19,10058.159,pop
0.245,-8.685,0.407,0.337,6481.414,10103.379,pop
0.24,-10.847,0.386,0.355,6752.737,10161.519,pop
0.243,-13.078,0.388,0.367,6828.05,10165.825,pop
0.249,-9.643,0.387,0.382,6905.876,10191.665,pop
0.239,-10.753,0.38,0.381,6923.771,10213.198,pop
0.258,-10.323,0.434,0.37,6301.724,9900.967,pop
0.254,-4.928,0.37,0.03,1608.964,3313.96,pop
0.267,-2.314,0.425,0.036,2113.787,3964.263,pop
0.281,-2.763,0.467,0.037,1993.603,4168.828,pop
0.26,-4.707,0.447,0.039,2167.981,4565.039,pop
0.257,-4.189,0.47,0.045,2297.744,4784.678,pop
0.261,-3.309,0.48,0.053,2519.359,5271.328,pop
0.26,-3.203,0.471,0.061,2585.869,5419.907,pop
0.262,-1.84,0.466,0.067,2792.724,5859.185,pop
0.258,-1.882,0.497,0.077,2884.253,5951.777,pop
0.258,-1.749,0.515,0.081,2976.328,6102.51,pop
0.243,6.608,0.191,0.057,2275.142,5488.813,pop
0.252,6.319,0.192,0.058,2319.013,5501.733,pop
0.235,6.162,0.193,0.058,2291.001,5279.941,pop
0.234,5.958,0.19,0.059,2333.709,5389.761,pop
0.222,5.588,0.186,0.06,2367.676,5447.9,pop
0.216,5.329,0.185,0.06,2348.765,5348.848,pop
0.224,4.84,0.184,0.061,2358.558,5396.221,pop
0.223,4.601,0.192,0.061,2394.666,5503.887,pop
0.23,4.892,0.188,0.061,2383.016,5501.733,pop
0.218,5.144,0.193,0.058,2364.786,5503.887,pop
0.249,-0.105,0.41,0.068,2197.01,4980.63,pop
0.248,-0.094,0.374,0.067,2191.85,4950.483,pop
0.246,-0.969,0.366,0.069,2203.452,4959.097,pop
0.249,-1.615,0.348,0.065,2162.445,4754.531,pop
0.252,-1.822,0.313,0.066,2168.783,4726.538,pop
0.247,-2.457,0.304,0.065,2141.103,4642.559,pop
0.242,-2.978,0.279,0.066,2156.967,4640.405,pop
0.235,-2.633,0.259,0.064,2166.114,4692.085,pop
0.242,-3.681,0.25,0.063,2119.7,4549.966,pop
0.242,-4.124,0.244,0.062,2093.808,4442.3,pop
0.257,5.995,0.383,0.077,2505.03,5267.021,pop
0.256,6.049,0.394,0.072,2416.117,5028.003,pop
0.257,5.626,0.375,0.069,2337.769,4810.518,pop
0.252,5.463,0.388,0.064,2267.916,4700.698,pop
0.25,5.659,0.408,0.058,2190.082,4422.92,pop
0.251,5.459,0.428,0.057,2144.383,4298.027,pop
0.243,5.13,0.429,0.055,2098.644,4175.288,pop
0.245,5.276,0.452,0.053,2041.399,4050.396,pop
0.242,5.288,0.486,0.051,1936.172,3733.857,pop
0.246,4.997,0.46,0.05,1899.708,3639.111,pop
0.253,6.945,0.43,0.099,2835.124,6052.983,pop
0.25,6.776,0.403,0.096,2757.081,5857.031,pop
0.251,6.603,0.376,0.087,2685.791,5719.219,pop
0.256,6.296,0.406,0.084,2620.291,5542.646,pop
0.248,5.786,0.409,0.081,2584.2,5385.454,pop
0.258,5.827,0.408,0.078,2526.2,5228.262,pop
0.259,5.577,0.375,0.073,2441.923,5000.01,pop
0.248,5.176,0.351,0.068,2353.068,4812.671,pop
0.255,5.42,0.383,0.064,2279.773,4605.952,pop
0.251,5.468,0.397,0.063,2239.714,4565.039,pop
0.267,1.794,0.535,0.192,4721.823,9110.698,pop
0.269,2.602,0.539,0.193,4702.199,9052.559,pop
0.266,2.799,0.556,0.198,4690.867,9018.105,pop
0.26,3.204,0.587,0.202,4673.639,8953.506,pop
0.265,3.284,0.576,0.2,4649.296,8906.133,pop
0.257,3.356,0.533,0.197,4628.943,8869.526,pop
0.27,3.388,0.525,0.203,4691.286,8903.979,pop
0.272,3.366,0.542,0.194,4652.58,8927.666,pop
0.269,3.325,0.525,0.186,4601.121,8977.192,pop
0.268,3.299,0.518,0.18,4553.54,8957.812,pop
0.232,-0.723,0.321,0.096,2798.971,5947.471,pop
0.208,-0.053,0.334,0.095,2774.174,5964.697,pop
0.217,-0.504,0.318,0.097,2811.267,5973.311,pop
0.214,-0.267,0.288,0.101,2845.22,6050.83,pop
0.214,-0.197,0.284,0.103,2886.662,6132.656,pop
0.215,0.0,0.276,0.104,2931.037,6205.869,pop
0.218,-0.014,0.27,0.106,2948.754,6190.796,pop
0.213,-0.932,0.291,0.109,2961.757,6212.329,pop
0.212,-1.394,0.275,0.111,2985.888,6199.409,pop
0.21,-0.997,0.27,0.112,3014.905,6216.636,pop
0.277,6.847,0.306,0.034,1653.772,3906.123,pop
0.273,6.064,0.238,0.034,1683.129,3968.569,pop
0.27,5.901,0.226,0.035,1604.842,3619.731,pop
0.249,5.933,0.236,0.034,1585.89,3520.679,pop
0.254,5.763,0.263,0.034,1527.033,3428.086,pop
0.263,6.281,0.261,0.033,1526.833,3382.866,pop
0.269,5.829,0.251,0.033,1468.066,3046.948,pop
0.264,5.48,0.242,0.033,1528.194,3376.406,pop
0.264,5.809,0.25,0.033,1573.366,3290.273,pop
0.256,5.69,0.287,0.032,1540.595,3204.141,pop
0.257,-5.869,0.412,0.112,3110.614,6696.826,pop
0.261,-6.13,0.459,0.115,3143.965,6849.712,pop
0.271,-6.11,0.485,0.115,3145.406,6925.078,pop
0.268,-5.832,0.481,0.113,3193.757,7052.124,pop
0.279,-6.416,0.48,0.113,3220.121,7065.044,pop
0.276,-6.057,0.479,0.111,3179.263,6890.625,pop
0.277,-5.586,0.452,0.106,3137.797,6752.812,pop
0.275,-5.505,0.479,0.102,3123.987,6673.14,pop
0.274,-5.958,0.441,0.099,3102.179,6571.934,pop
0.275,-5.468,0.431,0.095,3039.741,6401.821,pop
0.273,9.165,0.636,0.039,2393.925,6937.998,pop
0.27,8.803,0.599,0.037,2327.967,6793.726,pop
0.273,8.697,0.62,0.037,2374.719,6972.451,pop
0.275,8.536,0.606,0.039,2331.766,6955.225,pop
0.28,7.982,0.606,0.043,2344.082,6873.398,pop
0.277,7.558,0.584,0.046,2330.148,6847.559,pop
0.275,7.2,0.501,0.048,2344.632,6925.078,pop
0.271,6.907,0.467,0.05,2389.236,6875.552,pop
0.274,7.289,0.453,0.051,2324.536,6774.346,pop
0.271,6.877,0.404,0.053,2327.796,6750.659,pop
0.252,2.995,0.288,0.088,2491.649,5047.383,pop
0.251,2.798,0.298,0.091,2519.123,5144.282,pop
0.253,2.857,0.335,0.094,2578.597,5333.774,pop
0.264,3.376,0.361,0.095,2672.837,5583.56,pop
0.274,3.557,0.369,0.099,2733.898,5822.578,pop
0.277,4.179,0.4,0.103,2853.816,6096.05,pop
0.276,4.396,0.437,0.109,2902.244,6182.183,pop
0.28,4.335,0.443,0.111,2966.5,6354.448,pop
0.276,4.804,0.456,0.115,3030.956,6515.947,pop
0.278,5.048,0.425,0.116,3088.175,6673.14,pop
0.213,1.887,0.411,0.023,2610.022,6976.758,pop
0.219,1.669,0.383,0.021,2552.67,6963.838,pop
0.223,1.543,0.375,0.021,2591.848,7161.943,pop
0.21,1.693,0.371,0.02,2573.84,7110.264,pop
0.213,1.377,0.363,0.019,2551.261,7062.891,pop
0.208,1.47,0.369,0.019,2542.715,7077.964,pop
0.201,1.459,0.364,0.018,2460.017,6922.925,pop
0.216,1.635,0.365,0.018,2404.723,6681.753,pop
0.219,1.089,0.373,0.017,2356.369,6642.993,pop
0.213,1.507,0.36,0.015,2196.261,6169.263,pop
0.228,4.624,0.25,0.063,3279.444,8309.663,pop
0.235,4.288,0.253,0.06,3220.86,8219.224,pop
0.233,4.749,0.242,0.053,3147.728,8242.91,pop
0.218,4.812,0.24,0.048,3038.532,8165.391,pop
0.221,4.571,0.234,0.051,3031.935,8139.551,pop
0.219,4.504,0.225,0.054,3047.314,8135.244,pop
0.213,4.745,0.224,0.049,2985.193,8038.345,pop
0.22,4.497,0.21,0.047,2955.51,8014.658,pop
0.223,4.512,0.215,0.049,2878.757,7941.445,pop
0.207,4.862,0.217,0.05,2865.93,7962.979,pop
0.247,0.375,0.282,0.064,1918.86,4276.494,pop
0.245,0.32,0.276,0.06,1888.53,4209.741,pop
0.242,0.255,0.268,0.056,1865.39,4190.361,pop
0.254,0.288,0.279,0.056,1778.824,3929.81,pop
0.248,0.29,0.279,0.053,1662.758,3641.265,pop
0.245,-0.011,0.278,0.049,1524.218,3382.866,pop
0.24,-0.128,0.297,0.048,1613.963,3503.452,pop
0.233,-0.464,0.25,0.047,1496.749,3023.262,pop
0.253,-1.129,0.241,0.046,1421.716,2850.996,pop
0.249,-1.55,0.231,0.046,1424.043,2932.822,pop
0.237,-8.379,0.248,0.034,1784.282,4022.402,pop
0.229,-8.048,0.228,0.03,1640.442,3189.067,pop
0.228,-8.229,0.22,0.029,1595.098,3070.635,pop
0.209,-9.443,0.213,0.027,1627.133,3135.234,pop
0.207,-8.831,0.211,0.027,1451.338,2596.904,pop
0.199,-9.261,0.221,0.025,1482.544,2644.277,pop
0.209,-9.611,0.224,0.024,1455.374,2564.604,pop
0.209,-8.881,0.226,0.025,1446.371,2685.19,pop
0.211,-9.263,0.244,0.025,1354.891,2232.993,pop
0.225,-9.071,0.258,0.025,1501.314,2870.376,pop
0.277,-1.82,0.635,0.298,4608.096,8466.855,pop
0.278,-1.69,0.632,0.291,4476.721,8352.729,pop
0.275,-0.509,0.612,0.276,4304.765,8229.99,pop
0.28,0.093,0.643,0.262,4219.84,8130.938,pop
0.278,1.159,0.628,0.242,4076.872,8049.111,pop
0.281,1.669,0.638,0.229,3939.938,8006.045,pop
0.277,2.213,0.609,0.215,3847.714,7930.679,pop
0.273,3.163,0.575,0.199,3769.934,7863.926,pop
0.275,3.421,0.574,0.18,3625.014,7801.479,pop
0.275,4.257,0.537,0.164,3459.431,7693.813,pop
0.246,9.24,0.469,0.068,3097.934,7487.095,pop
0.242,9.415,0.49,0.06,3037.136,7480.635,pop
0.251,8.915,0.509,0.066,2992.59,7484.941,pop
0.249,8.913,0.504,0.061,2965.633,7411.729,pop
0.251,8.822,0.516,0.057,2845.206,7110.264,pop
0.242,9.195,0.516,0.051,2841.217,7138.257,pop
0.251,8.947,0.502,0.058,2834.437,7009.058,pop
0.243,8.897,0.513,0.058,2833.017,6916.465,pop
0.243,9.09,0.581,0.056,2774.665,6714.053,pop
0.244,9.11,0.608,0.06,2809.246,6731.279,pop
0.271,3.288,0.561,0.111,3253.881,6703.286,pop
0.273,2.728,0.544,0.114,3261.035,6675.293,pop
0.271,2.51,0.513,0.106,3214.224,6584.854,pop
0.273,2.73,0.502,0.097,3132.137,6343.682,pop
0.276,2.31,0.446,0.093,3121.453,6367.368,pop
0.269,2.233,0.387,0.089,3136.681,6440.581,pop
0.262,1.698,0.417,0.087,3136.258,6354.448,pop
0.265,1.462,0.423,0.086,3188.46,6382.441,pop
0.257,0.756,0.423,0.083,3207.871,6330.762,pop
0.261,1.76,0.397,0.075,3084.241,6070.21,pop
0.236,5.201,0.524,0.067,3018.36,7534.468,pop
0.234,5.441,0.508,0.065,3085.324,7609.834,pop
0.245,5.278,0.489,0.062,3109.438,7680.894,pop
0.229,5.603,0.483,0.06,3083.713,7607.681,pop
0.226,5.428,0.489,0.06,3122.39,7620.601,pop
0.229,5.488,0.441,0.054,3110.395,7558.154,pop
0.233,5.855,0.466,0.049,3052.012,7441.875,pop
0.235,5.742,0.445,0.047,3031.84,7338.516,pop
0.221,5.47,0.465,0.046,2943.233,7002.598,pop
0.235,4.796,0.49,0.043,2831.417,6660.22,pop
0.267,3.912,0.492,0.053,3016.713,8257.983,pop
0.272,4.11,0.5,0.049,3017.925,8598.208,pop
0.275,4.255,0.569,0.047,2964.773,8624.048,pop
0.276,4.475,0.51,0.039,2898.209,8232.144,pop
0.277,4.16,0.501,0.035,2868.923,8156.777,pop
0.275,5.07,0.535,0.035,2713.074,7818.706,pop
0.275,4.357,0.494,0.03,2589.616,7101.65,pop
0.275,4.749,0.493,0.021,2364.375,6978.911,pop
0.28,5.231,0.532,0.019,2157.998,6451.348,pop
0.28,4.616,0.598,0.018,1992.976,5900.098,pop
0.273,3.995,0.136,0.066,3123.575,7049.971,pop
0.267,3.505,0.135,0.061,3015.353,6823.872,pop
0.258,2.87,0.133,0.06,2974.942,6550.4,pop
0.243,2.054,0.132,0.06,2956.257,6313.535,pop
0.239,1.433,0.134,0.06,2890.371,6024.99,pop
0.237,1.398,0.136,0.059,2851.728,5798.892,pop
0.244,1.038,0.136,0.059,2859.655,5781.665,pop
0.235,1.329,0.136,0.059,2712.726,5376.841,pop
0.232,1.4,0.134,0.059,2755.245,5428.521,pop
0.236,0.822,0.131,0.059,2771.981,5417.754,pop
0.262,7.355,0.417,0.083,2600.985,5374.688,pop
0.264,7.056,0.414,0.086,2641.95,5516.807,pop
0.274,6.838,0.406,0.09,2670.335,5465.127,pop
0.276,6.556,0.401,0.096,2707.642,5572.793,pop
0.276,6.762,0.45,0.096,2728.604,5618.013,pop
0.276,6.361,0.499,0.104,2775.741,5650.312,pop
0.274,6.003,0.539,0.106,2795.225,5729.985,pop
0.274,5.068,0.446,0.111,2846.183,5844.111,pop
0.275,5.033,0.407,0.113,2881.24,6035.757,pop
0.271,4.591,0.369,0.117,2911.588,6162.803,pop
0.278,2.849,0.628,0.031,1758.326,4343.247,pop
0.275,3.951,0.62,0.025,1789.751,4476.753,pop
0.274,4.461,0.616,0.023,1715.214,4254.961,pop
0.274,5.041,0.614,0.022,1643.553,4082.695,pop
0.276,4.724,0.578,0.021,1556.725,3720.938,pop
0.276,5.282,0.605,0.02,1660.107,4039.629,pop
0.279,5.126,0.569,0.01,1333.688,3357.026,pop
0.272,4.858,0.604,0.009,1254.687,3085.708,pop
0.252,5.031,0.594,0.011,1337.206,3152.461,pop
0.252,5.107,0.528,0.011,1236.074,2909.136,pop
0.244,4.497,0.533,0.067,3055.911,7444.028,pop
0.261,5.226,0.513,0.068,3057.763,7631.367,pop
0.258,6.135,0.5,0.068,2978.06,7672.28,pop
0.248,6.798,0.481,0.063,2918.312,7833.779,pop
0.245,7.068,0.431,0.06,2886.244,7906.992,pop
0.243,7.386,0.4,0.058,2861.098,7960.825,pop
0.247,7.374,0.405,0.054,2844.8,8074.951,pop
0.246,7.46,0.425,0.046,2828.29,8156.777,pop
0.252,7.256,0.444,0.045,2736.229,8046.958,pop
0.25,7.559,0.453,0.047,2709.134,8100.791,pop
0.284,2.45,0.527,0.092,2891.307,6701.133,pop
0.284,2.25,0.54,0.092,2841.933,6567.627,pop
0.287,1.863,0.523,0.09,2850.943,6569.78,pop
0.286,1.757,0.494,0.085,2818.399,6459.961,pop
0.287,1.59,0.516,0.083,2756.291,6274.775,pop
0.286,1.307,0.535,0.084,2724.766,6180.029,pop
0.286,1.125,0.569,0.087,2724.688,6169.263,pop
0.284,0.825,0.562,0.086,2688.283,6266.162,pop
0.285,0.186,0.507,0.079,2676.352,6177.876,pop
0.279,0.49,0.528,0.086,2756.78,6332.915,pop
0.271,9.286,0.61,0.071,3058.88,7017.671,pop
0.275,9.188,0.575,0.075,3111.239,7097.344,pop
0.251,9.114,0.569,0.077,3213.725,7250.229,pop
0.251,9.043,0.569,0.085,3299.584,7355.742,pop
0.244,9.039,0.546,0.08,3310.19,7388.042,pop
0.215,9.703,0.572,0.078,3287.531,7390.195,pop
0.225,9.355,0.617,0.086,3320.56,7461.255,pop
0.236,9.205,0.635,0.09,3370.445,7437.568,pop
0.204,9.713,0.634,0.083,3352.963,7474.175,pop
0.203,9.828,0.625,0.081,3310.244,7428.955,pop
0.218,-4.784,0.308,0.054,1897.257,3492.686,pop
0.215,-5.011,0.283,0.056,1938.188,3628.345,pop
0.223,-4.327,0.287,0.058,1871.317,3419.473,pop
0.23,-4.567,0.305,0.059,1874.575,3404.399,pop
0.225,-6.595,0.283,0.06,1921.876,3512.065,pop
0.238,-5.409,0.277,0.059,1843.526,3303.193,pop
0.223,-6.185,0.264,0.058,1888.895,3417.319,pop
0.231,-6.043,0.282,0.057,1882.007,3337.646,pop
0.207,-6.149,0.3,0.055,1995.104,3626.191,pop
0.209,-6.687,0.287,0.054,1865.372,3301.04,pop
0.198,-3.435,0.213,0.079,3632.748,8559.448,pop
0.204,-4.059,0.222,0.083,3767.057,8740.327,pop
0.201,-3.716,0.217,0.086,3822.244,8850.146,pop
0.207,-3.16,0.228,0.09,3858.732,8947.046,pop
0.209,-3.676,0.227,0.091,3861.065,8970.732,pop
0.213,-3.771,0.23,0.095,3857.62,8981.499,pop
0.215,-3.81,0.237,0.098,3862.509,9039.639,pop
0.208,-4.178,0.244,0.098,3835.523,9039.639,pop
0.223,-3.565,0.246,0.1,3796.719,8957.812,pop
0.213,-3.85,0.27,0.102,3773.043,8893.213,pop
0.248,-9.619,0.412,0.148,4132.544,8462.549,pop
0.251,-8.781,0.416,0.162,4269.01,8570.215,pop
0.25,-9.071,0.398,0.178,4411.632,8608.975,pop
0.249,-8.788,0.419,0.196,4565.028,8744.634,pop
0.247,-9.597,0.448,0.207,4639.745,8931.973,pop
0.264,-6.112,0.478,0.209,4553.675,8908.286,pop
0.251,-6.923,0.438,0.212,4524.401,8888.906,pop
0.245,-8.741,0.441,0.215,4503.297,8744.634,pop
0.244,-7.735,0.455,0.213,4444.044,8578.828,pop
0.238,-8.463,0.444,0.205,4401.435,8451.782,pop
0.28,9.674,0.712,0.04,2851.378,7252.383,pop
0.28,10.146,0.767,0.042,2768.377,7114.57,pop
0.28,9.9,0.748,0.042,2800.462,7383.735,pop
0.284,10.173,0.711,0.043,2882.148,7405.269,pop
0.279,10.228,0.718,0.043,2900.92,7306.216,pop
0.288,10.368,0.726,0.042,2854.798,7118.877,pop
0.288,10.287,0.712,0.044,2806.564,6854.019,pop
0.285,10.406,0.687,0.044,2717.5,6645.146,pop
0.28,10.71,0.698,0.043,2633.642,6505.181,pop
0.278,11.27,0.727,0.033,2357.243,6093.896,pop
0.239,9.026,0.547,0.082,3325.198,7321.289,pop
0.21,9.336,0.579,0.079,3309.359,7347.129,pop
0.225,9.652,0.628,0.091,3308.455,7349.282,pop
0.235,9.477,0.625,0.092,3327.404,7306.216,pop
0.218,9.813,0.613,0.087,3294.076,7308.369,pop
0.205,9.707,0.622,0.085,3284.255,7344.976,pop
0.231,9.769,0.624,0.096,3323.581,7400.962,pop
0.238,9.613,0.629,0.092,3299.361,7422.495,pop
0.232,10.199,0.599,0.088,3215.248,7334.209,pop
0.216,9.868,0.639,0.085,3225.49,7388.042,pop
0.177,-11.654,0.279,0.131,5071.373,9278.657,pop
0.175,-11.636,0.251,0.119,4963.568,9263.584,pop
0.181,-11.534,0.244,0.105,4903.506,9323.877,pop
0.183,-11.485,0.25,0.095,4762.432,9270.044,pop
0.222,-8.593,0.331,0.09,4089.459,8759.707,pop
0.275,-3.836,0.486,0.089,3693.472,7795.02,pop
0.281,-3.581,0.433,0.088,3553.777,7721.807,pop
0.284,-2.519,0.41,0.091,3420.784,7635.674,pop
0.278,-1.362,0.481,0.093,3167.548,7060.737,pop
0.285,-0.134,0.521,0.099,3104.502,6957.378,pop
0.279,10.424,0.712,0.04,2900.645,7329.902,pop
0.288,10.404,0.723,0.046,2875.877,7153.33,pop
0.288,10.289,0.703,0.05,2833.345,6912.158,pop
0.283,10.491,0.692,0.05,2733.584,6651.606,pop
0.28,10.736,0.704,0.045,2645.044,6567.627,pop
0.279,10.771,0.743,0.042,2436.719,6160.649,pop
0.274,11.13,0.705,0.044,2511.476,6119.736,pop
0.249,10.788,0.702,0.042,2469.463,5913.018,pop
0.249,10.744,0.665,0.034,2325.168,5721.372,pop
0.25,10.71,0.638,0.029,2112.633,5223.955,pop
0.198,-3.435,0.213,0.079,3632.748,8559.448,pop
0.204,-4.059,0.222,0.083,3767.057,8740.327,pop
0.201,-3.716,0.217,0.086,3822.244,8850.146,pop
0.207,-3.16,0.228,0.09,3858.732,8947.046,pop
0.209,-3.676,0.227,0.091,3861.065,8970.732,pop
0.213,-3.771,0.23,0.095,3857.62,8981.499,pop
0.215,-3.81,0.237,0.098,3862.509,9039.639,pop
0.208,-4.178,0.244,0.098,3835.523,9039.639,pop
0.223,-3.565,0.246,0.1,3796.719,8957.812,pop
0.213,-3.85,0.27,0.102,3773.043,8893.213,pop
0.272,-5.572,0.391,0.487,7177.683,9702.861,pop
0.277,-5.905,0.369,0.499,7363.459,9780.381,pop
0.276,-6.266,0.359,0.508,7503.788,9812.681,pop
0.275,-6.493,0.321,0.517,7634.193,9834.214,pop
0.276,-7.188,0.299,0.526,7727.129,9855.747,pop
